POSITIBO BERRIAK EUSKADIKO UDALERRIETAN / NUEVOS POSITIVOS EN LOS MUNICIPIOS DE EUSKADI;;;;;
UDALERRIA / MUNICIPIO;2020/05/13;2020/05/14;2020/05/15;2020/05/16;2020/05/17;2020/05/18;2020/05/19;2020/05/20;2020/05/21;2020/05/22;2020/05/23;2020/05/24;2020/05/25;2020/05/26;2020/05/27;2020/05/28;2020/05/29;2020/05/30;2020/05/31;2020/06/01;2020/06/02;2020/06/03;2020/06/04;2020/06/05;2020/06/06;2020/06/07;2020/06/08;2020/06/09;2020/06/10;2020/06/11;2020/06/12;2020/06/13;2020/06/14;2020/06/15;2020/06/16;2020/06/17;2020/06/18;2020/06/19;2020/06/20;2020/06/21;2020/06/22;2020/06/23;2020/06/24;2020/06/25;2020/06/26;2020/06/27;2020/06/28;2020/06/29;2020/06/30;2020/07/01;2020/07/02;2020/07/03;2020/07/04;2020/07/05;2020/07/06;2020/07/07;2020/07/08;2020/07/09;2020/07/10;2020/07/11;2020/07/12;2020/07/13;2020/07/14;2020/07/15;2020/07/16;2020/07/17;2020/07/18;2020/07/19;2020/07/20;2020/07/21;2020/07/22;2020/07/23;2020/07/24;2020/07/25;2020/07/26;2020/07/27;2020/07/28;2020/07/29;2020/07/30;2020/07/31;2020/08/01;2020/08/02;2020/08/03;2020/08/04;2020/08/05;2020/08/06;2020/08/07;2020/08/08;2020/08/09;2020/08/10;2020/08/11;2020/08/12;2020/08/13;2020/08/14;2020/08/15;2020/08/16;2020/08/17;2020/08/18;2020/08/19;2020/08/20;2020/08/21;2020/08/22;2020/08/23;2020/08/24;2020/08/25;2020/08/26;2020/08/27;2020/08/28;2020/08/29;2020/08/30;2020/08/31;2020/09/01;2020/09/02;2020/09/03;2020/09/04;2020/09/05;2020/09/06;2020/09/07;2020/09/08;2020/09/09;2020/09/10;2020/09/11;2020/09/12;2020/09/13;2020/09/14;2020/09/15;2020/09/16;2020/09/17;2020/09/18;2020/09/19;2020/09/20;2020/09/21;2020/09/22;2020/09/23;2020/09/24;2020/09/25;2020/09/26;2020/09/27;2020/09/28;2020/09/29;2020/09/30;2020/10/01;2020/10/02;2020/10/03;2020/10/04;2020/10/05;2020/10/06;2020/10/07;2020/10/08;2020/10/09;2020/10/10;2020/10/11;2020/10/12;2020/10/13;2020/10/14;2020/10/15;2020/10/16;2020/10/17;2020/10/18;2020/10/19;2020/10/20;2020/10/21;2020/10/22;2020/10/23;2020/10/24;2020/10/25;2020/10/26;2020/10/27;2020/10/28;2020/10/29;2020/10/30;2020/10/31;2020/11/01;2020/11/02;2020/11/03;2020/11/04;2020/11/05;2020/11/06;2020/11/07;2020/11/08;2020/11/09;2020/11/10;2020/11/11;2020/11/12;2020/11/13;2020/11/14;2020/11/15;2020/11/16;2020/11/17;2020/11/18;2020/11/19;2020/11/20;2020/11/21;2020/11/22;2020/11/23;2020/11/24;2020/11/25;2020/11/26;2020/11/27;2020/11/28;2020/11/29;2020/11/30;2020/12/01;2020/12/02;2020/12/03;2020/12/04;2020/12/05;2020/12/06;2020/12/07;2020/12/08;2020/12/09;2020/12/10;2020/12/11;2020/12/12;2020/12/13;2020/12/14;2020/12/15;2020/12/16;2020/12/17;2020/12/18;2020/12/19;2020/12/20;2020/12/21;2020/12/22;2020/12/23;2020/12/24;2020/12/25;2020/12/26;2020/12/27;2020/12/28;2020/12/29;2020/12/30;2020/12/31;2021/01/01;2021/01/02;2021/01/03;2021/01/04;2021/01/05;2021/01/06;2021/01/07;2021/01/08;2021/01/09;2021/01/10;2021/01/11;2021/01/12;2021/01/13;2021/01/14;2021/01/15;2021/01/16;2021/01/17;2021/01/18;2021/01/19;2021/01/20;2021/01/21;2021/01/22;2021/01/23;2021/01/24;2021/01/25;2021/01/26;2021/01/27;2021/01/28;2021/01/29;2021/01/30;2021/01/31;2021/02/01;2021/02/02;2021/02/03;2021/02/04;2021/02/05;2021/02/06;2021/02/07;2021/02/08;2021/02/09;2021/02/10;2021/02/11;2021/02/12;2021/02/13;2021/02/14;2021/02/15;2021/02/16;2021/02/17;2021/02/18;2021/02/19;2021/02/20;2021/02/21;2021/02/22;2021/02/23;2021/02/24;2021/02/25;2021/02/26;2021/02/27;2021/02/28;2021/03/01;2021/03/02;2021/03/03;2021/03/04;2021/03/05;2021/03/06;2021/03/07;2021/03/08;2021/03/09;2021/03/10;2021/03/11;2021/03/12;2021/03/13;2021/03/14;2021/03/15;2021/03/16;2021/03/17;2021/03/18;2021/03/19;2021/03/20;2021/03/21;2021/03/22;2021/03/23;2021/03/24;2021/03/25;2021/03/26;2021/03/27;2021/03/28;2021/03/29;2021/03/30;2021/03/31;2021/04/01;2021/04/02;2021/04/03;2021/04/04;2021/04/05;2021/04/06;2021/04/07;2021/04/08;2021/04/09;2021/04/10;2021/04/11;2021/04/12;2021/04/13;2021/04/14;2021/04/15;2021/04/16;2021/04/17;2021/04/18;2021/04/19;2021/04/20;2021/04/21;2021/04/22;2021/04/23;2021/04/24;2021/04/25;2021/04/26;2021/04/27;2021/04/28;2021/04/29;2021/04/30;2021/05/01;2021/05/02;2021/05/03;2021/05/04;2021/05/05;2021/05/06;2021/05/07;2021/05/08;2021/05/09;2021/05/10;2021/05/11;2021/05/12;2021/05/13;2021/05/14;2021/05/15;2021/05/16;2021/05/17;2021/05/18;2021/05/19;2021/05/20;2021/05/21;2021/05/22;2021/05/23;2021/05/24;2021/05/25;2021/05/26;2021/05/27;2021/05/28;2021/05/29;2021/05/30;2021/05/31;2021/06/01;2021/06/02;2021/06/03;2021/06/04;2021/06/05;2021/06/06;2021/06/07;2021/06/08;2021/06/09;2021/06/10;2021/06/11;2021/06/12;2021/06/13;2021/06/14;2021/06/15;2021/06/16;2021/06/17;2021/06/18;2021/06/19;2021/06/20;2021/06/21;2021/06/22;2021/06/23;2021/06/24;2021/06/25;2021/06/26;2021/06/27;2021/06/28;2021/06/29;2021/06/30;2021/07/01;2021/07/02;2021/07/03;2021/07/04;2021/07/05;2021/07/06;2021/07/07;2021/07/08;2021/07/09;2021/07/10;2021/07/11;2021/07/12;2021/07/13;2021/07/14;2021/07/15;2021/07/16;2021/07/17;2021/07/18;2021/07/19;2021/07/20;2021/07/21;2021/07/22;2021/07/23;2021/07/24;2021/07/25;2021/07/26;2021/07/27;2021/07/28;2021/07/29;2021/07/30;2021/07/31;2021/08/01;2021/08/02;2021/08/03;2021/08/04;2021/08/05;2021/08/06;2021/08/07;2021/08/08;2021/08/09;2021/08/10;2021/08/11;2021/08/12;2021/08/13;2021/08/14;2021/08/15;2021/08/16;2021/08/17;2021/08/18;2021/08/19;2021/08/20;2021/08/21;2021/08/22;2021/08/23;2021/08/24;2021/08/25;2021/08/26;2021/08/27;2021/08/28;2021/08/29;2021/08/30;2021/08/31;2021/09/01;2021/09/02;2021/09/03;2021/09/04;2021/09/05;2021/09/06;2021/09/07;2021/09/08;2021/09/09;2021/09/10;2021/09/11;2021/09/12;2021/09/13;2021/09/14;2021/09/15;2021/09/16;2021/09/17;2021/09/18;2021/09/19;2021/09/20;2021/09/21;2021/09/22;2021/09/23;2021/09/24;2021/09/25;2021/09/26;2021/09/27;2021/09/28;2021/09/29;2021/09/30;2021/10/01;2021/10/02;2021/10/03;2021/10/04;2021/10/05;2021/10/06;2021/10/07;
Deba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;1;0;3;5;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;2;0;2;1;0;0;1;0;1;4;0;2;5;8;8;3;5;0;5;2;5;2;2;8;0;2;5;3;0;6;0;3;1;1;0;0;1;0;1;8;2;1;1;0;1;1;4;3;1;5;1;6;0;2;6;2;1;3;4;0;10;3;2;8;4;3;2;11;4;5;5;6;7;10;9;7;11;8;11;6;10;6;3;5;4;2;10;4;1;6;4;1;0;1;1;0;5;1;1;0;0;0;1;0;2;1;0;0;1;1;0;2;2;1;0;0;0;0;0;1;0;1;0;1;2;1;0;0;0;0;10;2;5;2;1;1;0;1;3;1;3;2;1;2;0;0;0;1;0;2;1;1;3;1;1;3;0;3;0;3;2;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;3;2;1;3;0;0;0;0;0;2;0;0;0;2;1;1;0;2;3;2;0;1;2;2;0;0;0;1;1;1;0;0;0;1;0;1;1;1;1;1;0;1;2;7;12;8;8;8;9;3;9;5;6;11;5;4;2;4;4;4;3;0;3;5;0;0;2;2;0;3;0;0;1;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;0;3;0;0;1;0;0;0;0;1;0;1;2;2;8;7;1;3;4;3;6;2;1;5;7;1;3;0;5;4;0;5;2;1;0;7;2;1;2;3;3;1;3;6;4;1;3;1;6;5;9;3;5;2;1;3;3;1;3;0;2;1;0;0;2;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
Donostia / San Sebastián;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;3;0;1;0;3;1;1;0;0;1;0;0;0;0;1;2;4;1;3;0;10;6;3;6;3;4;0;1;2;5;11;7;3;11;9;12;6;11;5;2;9;8;13;19;10;21;17;10;17;18;23;32;21;17;16;19;16;50;45;60;73;66;91;114;93;95;76;50;61;59;58;79;111;64;63;58;99;54;65;52;49;34;27;40;54;40;45;25;35;20;40;36;40;21;18;23;21;40;42;51;30;21;20;20;39;40;36;44;47;22;33;24;82;64;77;69;52;58;75;110;109;100;75;62;87;89;124;111;127;141;99;131;111;159;173;155;124;125;108;122;177;145;119;121;67;109;121;116;110;72;78;44;61;87;97;118;57;84;54;43;54;90;49;51;40;39;37;44;36;50;38;22;19;23;44;26;36;14;16;26;32;35;37;30;15;12;23;20;30;44;43;20;35;31;32;30;23;37;43;49;48;52;67;47;67;54;55;70;60;68;60;74;69;68;76;96;69;82;100;84;67;88;52;59;82;65;75;51;53;52;43;42;29;28;26;25;28;19;37;25;18;16;14;16;16;11;12;14;8;4;11;10;9;8;11;15;13;11;14;11;19;13;15;10;16;24;23;29;29;15;16;19;19;28;37;35;41;19;26;28;42;44;33;21;39;42;55;57;54;60;57;49;44;103;67;78;57;89;65;75;89;89;112;81;59;98;89;67;91;102;65;55;48;62;55;63;58;62;60;45;50;33;47;29;36;13;29;26;33;30;35;18;18;15;19;28;28;29;32;26;26;28;13;22;25;19;16;20;17;16;24;19;5;11;10;8;10;8;4;4;6;1;6;28;12;47;41;18;20;16;21;49;45;65;46;36;55;54;47;61;76;38;76;58;90;112;144;123;105;81;130;115;101;135;131;51;118;81;87;100;96;74;51;43;64;92;89;79;66;32;52;56;59;81;40;47;32;40;44;53;38;29;36;42;29;44;39;50;37;25;22;26;17;29;29;19;23;25;16;22;29;11;12;16;7;12;13;9;8;5;6;4;4;6;7;5;11;7;8;3;5;6;9;10;9;11;21;15;11;6;12;
Eibar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;10;11;21;24;10;14;14;17;13;18;3;16;14;6;10;10;1;4;1;1;1;2;6;3;8;3;1;5;4;2;1;0;0;2;1;4;0;2;4;0;3;3;1;3;0;2;7;1;5;4;0;2;6;2;3;7;6;11;4;5;1;5;9;7;4;8;3;3;2;7;5;4;0;5;3;4;0;0;3;6;1;5;4;11;10;12;5;12;6;5;9;16;16;13;14;12;11;14;6;31;20;15;20;40;27;45;45;47;42;46;54;41;46;47;49;41;72;25;53;56;58;57;28;33;51;32;36;21;32;13;10;5;13;29;13;11;13;6;13;9;12;7;5;8;7;14;12;9;16;1;10;5;7;6;5;2;6;2;5;4;11;3;4;1;1;5;7;6;4;1;4;6;5;6;5;13;8;3;15;9;9;6;7;3;2;2;4;10;11;13;11;14;6;16;7;12;12;9;16;10;10;11;3;10;5;6;8;15;3;9;5;10;6;3;5;5;4;7;7;2;7;11;6;5;2;9;0;5;15;11;5;2;1;1;4;17;7;3;6;2;0;1;12;5;6;1;6;2;4;4;5;3;4;6;2;2;5;5;4;3;10;10;5;7;14;6;9;3;2;12;5;16;11;23;18;8;17;6;14;12;10;7;4;9;9;6;9;2;12;3;2;8;7;3;10;8;5;2;8;3;7;0;3;0;6;2;0;0;2;3;0;0;2;2;0;2;0;0;1;1;0;0;2;3;2;0;0;0;1;1;1;0;0;0;0;2;0;1;2;1;2;1;1;2;2;1;0;0;2;3;2;2;2;3;3;3;5;4;2;10;4;3;11;17;13;17;9;18;10;17;18;25;21;31;19;6;23;29;20;33;29;5;18;10;12;15;15;22;12;8;13;10;13;3;6;13;4;13;6;13;3;9;1;7;4;3;6;15;1;4;3;5;12;8;5;4;3;2;0;5;0;3;4;0;2;1;8;3;3;0;0;3;1;0;1;6;0;0;0;1;0;0;1;0;0;0;1;0;1;
Elduain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;1;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Elgeta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;1;2;0;0;1;0;1;1;0;0;0;0;0;1;0;1;2;0;2;0;2;1;0;0;1;0;0;0;0;1;0;1;0;0;0;2;2;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;4;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
Elgoibar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;1;0;2;3;1;3;2;3;0;0;2;2;2;0;1;4;1;0;1;0;3;3;4;10;7;10;2;9;3;3;6;3;7;0;2;0;4;0;1;0;2;6;0;0;2;1;2;1;2;2;0;1;3;2;0;1;1;0;0;0;1;2;2;0;0;1;1;5;1;3;0;3;5;4;5;5;1;3;1;3;1;4;3;2;5;4;5;5;3;1;1;6;2;2;15;10;4;15;9;4;9;6;8;7;6;8;9;7;8;8;4;10;7;9;6;12;11;7;11;17;7;7;17;13;12;6;7;10;16;15;6;7;6;4;2;5;6;3;5;2;4;3;2;4;2;0;3;1;1;1;1;6;2;1;1;2;1;3;1;5;0;4;3;1;1;0;0;0;3;6;6;0;0;6;4;8;8;4;1;4;2;0;0;3;2;6;0;1;0;1;5;5;14;11;4;2;10;10;8;15;8;11;16;14;11;7;9;11;7;5;17;6;5;9;4;6;2;3;6;4;4;1;0;0;4;2;1;0;0;1;0;1;0;1;3;3;0;0;3;1;1;1;0;1;0;0;0;0;0;0;0;2;1;3;2;10;3;0;1;4;1;1;1;6;1;3;2;6;0;2;3;0;1;3;1;0;3;1;4;5;2;4;5;2;2;3;1;8;1;0;2;5;2;2;1;3;1;1;1;3;1;0;1;2;0;4;2;1;2;1;5;2;2;5;2;0;0;0;1;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;1;3;0;4;1;1;0;3;2;0;1;0;1;5;6;4;6;5;3;2;6;6;10;20;9;8;7;1;12;10;3;13;5;2;1;0;1;1;2;5;3;0;1;1;1;2;4;2;3;10;0;4;0;1;1;0;3;2;6;9;2;8;4;3;3;2;3;6;0;2;0;11;3;1;4;0;3;0;0;2;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
Errenteria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;7;1;3;0;3;0;0;0;0;0;1;1;0;1;2;6;2;1;0;1;1;6;0;0;2;1;0;3;3;6;3;5;5;2;11;16;17;14;11;6;2;7;8;6;8;2;5;2;18;8;7;6;8;5;7;3;6;14;9;8;7;6;6;3;5;11;8;8;7;11;9;6;11;9;6;7;17;8;7;7;14;6;4;10;18;14;14;11;18;11;23;16;26;27;14;17;33;15;27;29;26;16;22;19;25;45;19;37;19;15;25;39;42;23;21;27;13;30;16;23;15;17;6;10;14;14;21;11;16;6;5;9;5;7;12;5;9;6;6;7;2;12;8;10;8;11;14;6;5;17;11;13;8;12;13;12;5;2;17;14;19;20;7;9;6;9;12;10;4;14;6;7;9;13;14;17;14;5;3;4;12;16;13;21;21;4;6;9;18;16;13;22;16;22;18;23;17;10;11;15;16;6;12;7;4;11;3;4;5;3;9;3;5;1;3;0;3;4;4;2;1;1;2;3;0;2;1;1;2;5;2;1;1;6;3;2;5;3;1;5;2;4;5;8;5;0;12;9;8;6;8;13;14;15;9;8;12;20;10;19;22;25;21;19;10;16;16;19;15;15;17;14;23;23;22;28;12;22;11;9;23;14;14;15;15;10;7;18;15;5;7;14;4;15;9;9;4;8;6;11;9;3;0;3;4;14;2;7;13;16;11;3;8;13;6;8;9;6;7;3;4;4;3;1;2;0;2;1;0;0;0;0;0;0;0;0;3;2;2;4;1;3;6;4;3;9;3;1;18;6;4;5;6;9;6;10;7;13;16;20;12;14;16;19;16;18;16;19;17;21;25;20;19;23;7;8;13;24;10;32;6;6;8;6;11;4;15;8;4;4;12;7;3;8;3;8;5;6;9;4;11;3;2;3;4;1;3;4;3;4;2;4;1;5;2;2;3;2;4;1;1;1;3;5;2;2;0;1;2;2;0;0;0;0;0;0;1;0;0;3;1;1;2;
Errezil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;0;2;1;0;3;0;1;6;3;4;4;1;2;3;1;2;1;1;3;2;0;0;0;1;1;1;1;0;2;1;0;1;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;3;2;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Eskoriatza;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;4;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;2;0;1;0;4;2;0;0;1;1;0;0;0;1;1;0;3;0;0;1;2;3;4;3;3;5;1;0;4;4;1;4;4;0;2;1;3;3;6;8;3;5;6;4;5;12;7;0;2;2;3;0;3;1;1;0;4;1;1;1;0;1;5;3;1;0;1;0;1;2;4;1;3;1;2;0;1;1;2;1;0;1;2;5;6;7;5;2;2;0;1;1;1;0;2;2;0;2;1;1;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;1;1;1;1;2;2;0;0;0;1;0;0;0;0;1;3;1;0;0;0;8;2;0;1;0;0;1;3;5;2;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;1;0;4;1;3;3;0;3;2;10;5;3;1;1;1;3;1;4;2;1;0;3;1;6;6;2;7;1;1;2;6;2;3;5;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;1;2;1;1;1;4;3;3;2;2;4;6;5;1;4;3;0;6;6;0;2;0;0;0;0;2;3;1;0;1;1;4;1;0;3;0;0;1;0;2;4;3;4;0;0;2;0;1;0;1;2;3;6;3;1;1;0;1;1;0;2;0;1;1;1;1;0;2;2;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;
Ezkio-Itsaso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;2;0;0;1;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;2;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;5;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
